session_started_at,session_finished_at,status,mode,client,project,num_cards,archive_drive,proxy_drive,keep_originals_on_proxy
2026-01-19 19:52:00,2026-01-19 19:52:00,OK,new,Liatis,Pilatis_Academy,1,MyBook 48,T2,Yes
